id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
40600,room-artist loft berlin kreuzberg ,174970,Judith,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48844,13.4206,Private room,50,3,50,26/09/16,0.59,2,0
41217,Beautiful room in Prenzlauer Berg,179110,Bn,Pankow,Prenzlauer Berg SÃ_dwest,52.53641,13.41231,Private room,43,2,70,08/10/17,0.67,1,0
41306,"SchÃ¶ner Altbau, 6 min zum Alexanderpatz.",179872,Sebastian,Pankow,Prenzlauer Berg SÃ_d,52.53028,13.42348,Private room,40,1,1,26/09/14,0.02,1,0
42742,Spacious 35m2 in Central Apartment,272316,Desiree,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49667,13.44034,Private room,36,1,26,03/01/19,0.31,2,300
42809,The Berlin Artist Apartment.,186851,Tina,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51176,13.45536,Entire home/apt,119,4,115,02/02/19,1.17,1,242
43123,Lux Berlin 1 - boutique & design,188116,Lena,Pankow,Prenzlauer Berg SÃ_dwest,52.53946,13.40883,Entire home/apt,98,5,65,31/10/18,0.63,2,247
44083,Riverside View Apartment,193038,Michaela,Treptow - KÃ¶penick,Alt  Treptow,52.4904,13.44085,Private room,42,3,12,01/01/19,0.12,1,52
44423,Lovely accommodation in Berlin,194957,Robert,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50888,13.45636,Private room,56,2,105,11/01/19,1.02,1,1
46161,Design-Room in Mitte/PrenzlauerBerg,201936,Giorgio,Pankow,Prenzlauer Berg SÃ_dwest,52.53254,13.40983,Private room,50,4,151,11/03/18,1.56,2,0
46172,Chic Loft By Kastanienallee,206338,Heike,Mitte,Brunnenstr. SÃ_d,52.53809,13.40536,Entire home/apt,48,60,38,29/08/18,0.45,2,160
47938,Lovely 2 BR flat in Prenzlauer Berg,218479,Laura,Pankow,Prenzlauer Berg SÃ_dwest,52.53219,13.41988,Entire home/apt,160,3,37,01/03/19,0.36,1,0
48955,Cozy studio in the heart of Berlin,211722,Anne,Pankow,Prenzlauer Berg SÃ_dwest,52.53627,13.42081,Entire home/apt,70,4,0,,,1,250
52734,"LUMINOUS, LOFT LIKE APT IN F'HAIN",112446,Boris,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51121,13.45728,Entire home/apt,88,9,5,21/10/16,0.06,1,66
54952,Riverfront Panorama,258697,Trent,Mitte,Alexanderplatz,52.52359,13.38741,Private room,55,4,160,15/02/19,1.57,1,24
55298,Couch in Livingroom available,261030,Edna,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49838,13.34182,Shared room,88,2,0,,,1,365
55853,Hauptstadt-Domizil,264072,Britta,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.5034,13.29203,Entire home/apt,55,60,12,06/11/18,0.16,1,222
56357,BlissRoom with sunny greenview!,17391,Bright,Pankow,Helmholtzplatz,52.54251,13.41718,Private room,33,2,199,05/03/19,1.96,2,49
57049,130 sqm with a view on Mauer Park,54283,Marine,Pankow,Prenzlauer Berg Nordwest,52.54787,13.40417,Entire home/apt,215,3,81,16/10/18,0.8,3,106
57209,Top apartment in Mitte-Arkonaplatz,272286,Vilius,Mitte,Brunnenstr. SÃ_d,52.53683,13.39897,Entire home/apt,80,3,175,04/03/19,1.76,1,215
57792,Bungalow mit Garten in Berlin Zehlendorf,275784,Jo,Steglitz - Zehlendorf,OstpreuÃŸendamm,52.42531,13.32806,Entire home/apt,52,2,3,12/02/17,0.03,1,66
58041,Apt. in a historic ambience+Wifi from,145808,Veronika,Mitte,Alexanderplatz,52.52771,13.3909,Entire home/apt,55,90,73,16/11/18,0.85,3,258
58780,light quiet beautiful 4 room flat,281614,Katja,Pankow,Prenzlauer Berg SÃ_d,52.5342,13.42671,Entire home/apt,130,5,33,03/01/19,0.36,2,136
59249,Lux Berlin 2 - luxury & design,188116,Lena,Pankow,Prenzlauer Berg SÃ_dwest,52.54089,13.40945,Entire home/apt,98,5,86,03/03/19,0.92,2,93
60161,House at the water,898681,Michael,Treptow - KÃ¶penick,SchmÃ¶ckwitz/Karolinenhof/Rauchfangswerder,52.37828,13.65275,Entire home/apt,120,2,7,04/11/18,0.12,4,88
62613,Super Apartment in Berlin/Kreuzberg,227954,Guidi,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49729,13.42297,Entire home/apt,100,5,19,03/10/16,0.19,1,128
63052,"Beautiful, quiet, clean & central.",307513,Shoshik,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46892,13.43454,Private room,37,6,100,04/01/19,1.26,2,308
63468,Ferienwohnung Kreuzberg,309364,Kreuzberger,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.5036,13.43206,Entire home/apt,52,2,98,17/02/19,1.22,4,274
64245,Room in great area Prenzlauer Berg,312373,Christian,Pankow,Prenzlauer Berg Nordwest,52.5465,13.40633,Private room,44,3,46,28/10/18,0.49,2,103
64590,Great apt. directly on the canal!,315681,Mirjam,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49497,13.42399,Entire home/apt,102,2,34,31/05/18,0.38,1,0
68142,Cute sunny room in Friedrichshain,337021,Dayna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52489,13.45386,Private room,29,2,71,31/12/18,0.88,1,199
68448,Studio in Prenzlauer Berg near popular Mauerpark,163384,Alan & Kasia,Pankow,Prenzlauer Berg Nord,52.5498,13.41596,Entire home/apt,84,3,239,22/02/19,2.53,9,305
72079,"Italian Design at Kudamm ,WiFi DSL free",261488,P. Charlotte,Charlottenburg-Wilm.,KantstraÃŸe,52.5078,13.31871,Entire home/apt,80,3,40,11/02/19,0.56,2,278
74614,City apartment in Prenzlauer Berg,393047,Fatena,Pankow,Prenzlauer Berg SÃ_dwest,52.5377,13.40854,Entire home/apt,185,5,60,12/02/19,0.74,1,328
77303,Stunning loft with huge terrace,414097,Sam,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51069,13.45289,Entire home/apt,95,5,12,22/05/17,0.2,2,89
80843,Berlin City Studio Apt.,437628,Oliver,Charlottenburg-Wilm.,Schmargendorf,52.48086,13.28998,Entire home/apt,49,2,74,04/03/19,0.77,1,0
81049,Lux.2BR Apart.Berlin Mitte -Licensed!,249501,Elfie And  Paul,Mitte,Regierungsviertel,52.52184,13.39067,Entire home/apt,155,4,41,02/01/19,0.43,1,227
81081,Beautiful Prenzlauer Berg Apt,425899,Bernd+Katja :-),Pankow,Prenzlauer Berg Nord,52.54968,13.41528,Entire home/apt,66,3,244,06/03/19,2.54,1,51
82893,Apartment 2 Mitte,451311,Ruth,Mitte,Brunnenstr. SÃ_d,52.532,13.38285,Entire home/apt,70,3,78,07/01/19,0.84,3,255
83183,Garden Apartment-Prenzlauer Berg,453109,Angela L.,Pankow,Prenzlauer Berg SÃ_d,52.53677,13.42447,Entire home/apt,53,2,218,19/02/19,2.36,2,193
83568,Beautiful stylish Prenzlauer Berg rooftop apt.,455670,Olaf,Pankow,Helmholtzplatz,52.54485,13.41891,Entire home/apt,99,3,7,19/02/19,1.31,1,165
83614,Spacious Prenzlauer Berg Apartment in Quiet Street,456085,Louis,Pankow,Helmholtzplatz,52.54622,13.41786,Entire home/apt,68,1,266,25/01/19,2.76,2,272
85560,Apartment 1 in Berlin,451311,Ruth,Mitte,Brunnenstr. SÃ_d,52.53182,13.3823,Entire home/apt,75,3,56,20/02/19,1.19,3,246
86090,spacious and cozy living in PrenzlBerg,472567,Alexandra,Pankow,Prenzlauer Berg Nord,52.54584,13.42612,Entire home/apt,89,4,105,23/01/19,1.12,4,240
86514,"Sunny room, Kreuzberg",464827,Hayley,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49821,13.44178,Entire home/apt,80,2,45,01/01/19,0.47,1,341
87549,Independent room in green Kreuzberg,81113,Carol,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49616,13.37397,Private room,47,3,178,04/03/19,1.86,1,322
89102,Bright loft in the Kastanienallee,485838,Michele,Pankow,Prenzlauer Berg SÃ_dwest,52.54053,13.40995,Entire home/apt,114,6,57,01/11/18,0.6,4,234
91290,Gardenside flat for 2-3 guests,382397,Josep,NeukÃ¶lln,ReuterstraÃŸe,52.49004,13.42619,Entire home/apt,60,2,44,09/10/17,0.46,1,68
102882,STORAGE APARTMENT URBAN,86173,Sebastian,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48878,13.42196,Entire home/apt,506,3,112,16/04/17,1.19,2,66
103644,2 br Apartment at KurfÃ_rstendamm with Wifi,145808,Veronika,Charlottenburg-Wilm.,Halensee,52.49855,13.30273,Entire home/apt,45,70,32,24/04/16,0.34,3,357
106331,Beautiful flat in Prenzlauer Berg,551159,Lauri,Pankow,Prenzlauer Berg SÃ_d,52.5337,13.4367,Entire home/apt,82,60,91,20/10/18,0.96,2,240
111579,IN THE CENTER OF BERLIN.....,570951,S. Kjel,Mitte,Alexanderplatz,52.5272,13.40953,Entire home/apt,170,4,114,05/06/16,1.27,2,306
114763,In the heart of Berlin!,582007,Julia,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.48805,13.35325,Entire home/apt,135,3,60,24/02/19,0.79,1,111
115576,Bed and Garden,584750,Axel,Pankow,Blankenfelde/NiederschÃ¶nhausen,52.5815,13.39786,Entire home/apt,69,2,3,23/06/18,0.04,1,271
116832,Clean & Spacious Kreuzberg Apt,590130,Oliver,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49094,13.39619,Entire home/apt,75,14,3,01/08/15,0.05,1,36
117649,F43 - your base for Berlin,594164,Ralph&Maria,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.50004,13.44265,Entire home/apt,68,60,84,15/08/17,0.89,1,251
121888,"private, calm but very central",611847,Michel,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51818,13.464,Entire home/apt,125,7,5,17/07/16,0.05,1,0
125349,Cottage Berlin-Friedrichshagen,623521,Andre,Treptow - KÃ¶penick,Friedrichshagen,52.45105,13.63528,Entire home/apt,80,2,30,02/01/19,0.53,1,281
127708,Design Jewel in the midst of MITTE!,632174,StÃ©phanie,Mitte,Alexanderplatz,52.51965,13.41099,Entire home/apt,89,2,466,17/02/19,5.22,5,250
128827,Gorgeous Home in the Heart of East Berlin,632971,Kai,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50948,13.46119,Entire home/apt,59,7,17,04/02/19,0.36,1,98
135097,NÃ_he KaDeWe & KurfÃ_rstendamm,662534,Bernd,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.50089,13.34692,Entire home/apt,108,1,177,03/03/19,1.91,1,102
138955,Guest Apartment near Viktoriapark,677988,Pigi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49097,13.37691,Entire home/apt,75,2,191,29/05/16,2.04,1,0
143605,""" Berlin Fuffa's 40m2  apartment """,696492,Gaston & Elena,NeukÃ¶lln,Schillerpromenade,52.47678,13.42437,Entire home/apt,55,22,56,12/12/18,0.61,1,240
145249,Private Wing of Penthouse - Terrace,703493,Evelyna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51819,13.46122,Private room,70,3,116,06/03/19,1.45,1,66
147339,LOVELY APARTMENT - CENTRAL - QUIET,712073,Gerhard,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.48174,13.35947,Entire home/apt,50,3,155,05/01/19,1.68,1,190
147946,1-room-flat in Prenzlauer Berg/WIFI,712973,Jan,Pankow,Prenzlauer Berg Nordwest,52.54855,13.40852,Entire home/apt,31,183,39,12/02/17,0.43,2,219
147953,1-room apartment in SchÃ¶neberg/WIFI,712973,Jan,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.48864,13.3604,Entire home/apt,30,183,35,30/09/18,0.38,2,365
151249,"Quiet, Terrasse, cats, baby equiped",728298,Julia,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.49678,13.41679,Entire home/apt,81,1,11,06/11/18,0.26,1,361
153015,Central Artist Appartement Prenzlauer Berg,735823,Marc,Pankow,Helmholtzplatz,52.54715,13.41825,Private room,52,3,133,07/03/19,1.6,1,322
155048,"Great 76 qm apartment, 2 balconies",745571,Uli,Pankow,Prenzlauer Berg Nord,52.54251,13.43719,Entire home/apt,100,180,4,14/11/11,0.04,1,173
156010,TWO ROOM APARTMENT ALEXANDERPLATZ ,750165,Angela,Mitte,Alexanderplatz,52.51554,13.42447,Entire home/apt,36,90,96,20/12/18,1.03,1,67
157546,"Facing the canal, Paul Lincke Ufer",311245,FranÃ§ois,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49545,13.42449,Entire home/apt,88,5,47,29/12/18,0.52,1,251
157839,room in typical berlin-style apt.,671536,Nicole,Mitte,Moabit West,52.53083,13.34221,Private room,29,1,270,21/02/19,3.03,1,277
159454,"Bright, Charming and Modern Altbau",499725,Prasad,Charlottenburg-Wilm.,Wiesbadener StraÃŸe,52.47831,13.3114,Entire home/apt,161,2,54,24/02/19,0.68,1,231
160517,Nice House in the Near from the Airport Tegel,768932,Sven,Reinickendorf,West 3,52.59656,13.30218,Entire home/apt,65,1,7,24/02/19,1.09,1,249
163411,Ample parkside apartment Kreuzberg,779213,Jutta,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49738,13.43637,Entire home/apt,90,5,13,26/12/18,0.15,1,50
166715,Wonderful dream near Friedrichshain,794265,Ole,Lichtenberg,Neu Lichtenberg,52.50273,13.47951,Private room,30,1,60,14/02/19,0.66,1,18
167189,Colorful & Bright Spot BerlinKrzbrg,796727,Juan,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50189,13.43801,Private room,49,3,374,13/10/18,4.03,1,12
168615,STAYINTOWN - Apartment in Berlin,803717,Dirk,Pankow,Blankenburg/Heinersdorf/MÃ_rchenland,52.58055,13.44539,Entire home/apt,49,2,6,16/10/18,0.07,1,95
169907,Cozy Berlin nest with great access,809715,Donna,Tempelhof - SchÃ¶neberg,Friedenau,52.46981,13.33037,Private room,30,1,13,17/12/17,0.29,1,67
170582,Room for one Women - Living Community,813767,Lena,Charlottenburg-Wilm.,Wiesbadener StraÃŸe,52.46747,13.31374,Private room,23,5,24,23/02/19,1.14,1,163
170652,2-room apartment. Mauerpark TOP!,814026,Frank,Mitte,Brunnenstr. Nord,52.5453,13.39729,Private room,40,5,5,21/09/18,0.06,1,358
171746,Lovely oasis in heart of Prenzlberg,819384,Eva-Marion,Pankow,Helmholtzplatz,52.54411,13.4141,Entire home/apt,70,4,94,26/02/19,1.79,1,278
171755,2-Room Apartment at Bergmannkiez!!!,819379,Therese,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49176,13.3926,Entire home/apt,63,4,9,20/08/15,0.11,1,158
173153,Beautiful flat 95mÂ_ in Berlin Mitte,826546,Wolfgang,Pankow,Prenzlauer Berg SÃ_dwest,52.53055,13.40702,Entire home/apt,80,2,33,30/10/17,0.36,1,66
174391,BERLIN The most central!,833209,Julija,Mitte,Alexanderplatz,52.52886,13.39684,Private room,42,1,1,06/05/16,0.03,1,0
174547,Berlin City Apartment 1with WiFi,833995,Ilona,Mitte,Alexanderplatz,52.511,13.41595,Entire home/apt,96,90,31,02/10/16,0.35,4,0
174560,"2 apartment in Berlin Center, WiFi",833995,Ilona,Mitte,Alexanderplatz,52.51073,13.41791,Entire home/apt,75,60,56,01/10/16,0.68,4,0
174576,Berlin City Suite 3 mit W-Lan ,833995,Ilona,Mitte,Alexanderplatz,52.5094,13.41623,Entire home/apt,96,60,41,02/10/16,0.48,4,0
174579,Berlin City Studio 4 mit W-Lan,833995,Ilona,Mitte,Alexanderplatz,52.50905,13.41556,Entire home/apt,76,60,81,23/09/16,0.94,4,0
175667,"calm, sunny and central apartment ",839532,Christina,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.49138,13.34331,Entire home/apt,46,60,8,11/01/17,0.09,2,280
176342,Landmark/Checkpoint Charlie/120m2/2BATH/3BR/NEW,843326,Nino,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.50363,13.39201,Entire home/apt,296,1,28,26/02/19,0.44,3,273
176355,Landmark/Checkpoint Charlie/110m2/2BATH/2BR/new,843326,Nino,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.50148,13.39111,Entire home/apt,254,1,18,02/01/19,0.2,3,304
176396,Quiet room direct to metro station,843558,Christine,Reinickendorf,Ost 2,52.57203,13.35079,Private room,20,1,11,24/10/18,0.41,1,0
176852,Big & sunny apartment in Kreuzberg,845790,Aaike,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.493,13.44089,Entire home/apt,50,3,1,23/09/15,0.02,1,67
177486,"Comfy bright studio flat, 1-3 Pers.",848965,Joscha,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47894,13.32716,Entire home/apt,59,2,48,07/02/19,0.57,1,117
178347,Design Apartment Berlin NeukÃ¶lln,853446,Florian,NeukÃ¶lln,ReuterstraÃŸe,52.48865,13.42896,Entire home/apt,75,2,71,17/04/16,0.79,1,0
179090,Room with heart in Berlin,857370,Marc E.,Tempelhof - SchÃ¶neberg,Tempelhof,52.48445,13.37253,Private room,33,2,21,28/12/18,0.24,1,66
179102,"registered, legal hughe penthouse for 1-2 families",857327,Alke,Pankow,Pankow Zentrum,52.56868,13.39969,Entire home/apt,170,2,123,10/12/18,1.41,1,283
180440,CITY STUDIO WEST@ KurfÃ_rstendamm(monthly discount),864399,Roland & Sam,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.50065,13.30162,Entire home/apt,39,60,18,24/09/18,0.22,1,254
181160,KINOMUSEUM,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49173,13.421,Private room,45,2,409,28/02/19,4.43,2,49
181697,Neukoelln beautiful room for rent!,856367,Anne,Treptow - KÃ¶penick,PlÃ_nterwald,52.48391,13.46636,Private room,40,1,30,05/03/19,0.33,1,307
183206,Cosy Studio with balcony in Mitte,98237,Damian,Mitte,Alexanderplatz,52.52735,13.38986,Entire home/apt,64,1,423,07/03/19,4.63,3,204
183918,furnitured red room with balcony,882529,Ariane,Pankow,Pankow SÃ_d,52.55763,13.41294,Private room,30,15,14,09/10/16,0.17,1,0
183988,Luxury Ku'damm Studio +  Bikes 4you,882801,Jennifer,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.50103,13.3027,Entire home/apt,100,2,370,02/03/19,4.24,1,219
183996,"LargeTopFloor,2Terraces,Prenzl'Berg",882841,Johannes,Pankow,Helmholtzplatz,52.54363,13.41854,Entire home/apt,375,3,37,30/12/18,0.8,2,103
185960,bright and large furnished room,893191,Juliane,NeukÃ¶lln,ReuterstraÃŸe,52.48351,13.43555,Private room,29,7,14,09/08/18,0.15,1,256
186851,"CasaKaiser, 2 room apartment",898345,Susanne,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49283,13.34873,Entire home/apt,32,62,51,31/08/18,0.62,1,103
186908,Appartement Dressler in Berlin,898681,Michael,Treptow - KÃ¶penick,SchmÃ¶ckwitz/Karolinenhof/Rauchfangswerder,52.38058,13.65116,Entire home/apt,45,2,2,14/08/14,0.03,4,71
186999,House on Water,898681,Michael,Treptow - KÃ¶penick,SchmÃ¶ckwitz/Karolinenhof/Rauchfangswerder,52.37887,13.65123,Entire home/apt,120,3,7,25/03/18,0.12,4,86
187206,cozy room,900521,Angelika-Maria,Mitte,Osloer StraÃŸe,52.56334,13.38802,Private room,25,2,238,25/02/19,2.66,1,300
187326,Cozy Apartment with sun terrace,901252,Almuth,Steglitz - Zehlendorf,Drakestr.,52.44409,13.29434,Entire home/apt,59,3,65,01/03/19,1,1,111
188565,Lovely Sailingboat close to Berlin- Mitte,908562,Anis,Reinickendorf,West 1,52.57503,13.26306,Entire home/apt,86,1,4,19/09/18,0.14,4,87
188922,Stay in Prenzlauerberg Berlin !,910884,Kristian,Pankow,Prenzlauer Berg SÃ_dwest,52.53049,13.41471,Entire home/apt,45,28,14,28/08/14,0.15,1,0
189288,Townhouse Altenescher Weg,907038,Katarina-Susanne,Pankow,Prenzlauer Berg Ost,52.53814,13.45553,Entire home/apt,100,3,70,12/02/19,0.83,2,225
189596,Mitte Miniloft apartment w. terrace,914711,Jon,Mitte,Brunnenstr. SÃ_d,52.53046,13.39889,Entire home/apt,80,4,79,06/05/16,0.86,1,0
190448,Modernes Studioapartment Berlin,920085,Ursula,NeukÃ¶lln,Buckow Nord,52.44149,13.46193,Entire home/apt,50,2,8,19/02/19,0.1,2,201
191023,2-Room-Apartment in Berlin-Mitte,923408,Anne,Mitte,Alexanderplatz,52.51178,13.40751,Private room,49,1,40,16/08/18,0.7,1,0
192050,Perfect for 5 + WLAN near (URL HIDDEN),929861,Mandy,Pankow,Pankow SÃ_d,52.57241,13.42187,Entire home/apt,50,120,25,02/09/18,0.29,2,142
192052,studio apartment in mitte (NÂ° 1),929943,Reineldis & Fabian,Mitte,Brunnenstr. SÃ_d,52.5294,13.39327,Entire home/apt,79,2,212,30/04/18,2.34,3,0
192103,studio apartment in mitte (NÂ° 2),929943,Reineldis & Fabian,Mitte,Brunnenstr. SÃ_d,52.52958,13.39171,Entire home/apt,75,2,253,19/06/18,2.8,3,0
192499,FILMSALON,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49365,13.42115,Private room,49,2,421,21/02/19,4.57,2,33
193601,"Well located, cozy 2 rooms apartment, all close by",939230,Nana M,Pankow,Pankow SÃ_d,52.55522,13.42307,Entire home/apt,60,3,0,,,1,0
194374,Cottage in the city with garden,943996,Monika,Lichtenberg,Karlshorst,52.47739,13.50794,Entire home/apt,65,5,34,02/01/19,0.39,6,329
194425,Bright Kreuzberg Room with Balcony ,944369,Max,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4895,13.40208,Private room,45,1,6,31/12/12,0.07,1,357
194465,Beautiful Loft-Studio with garden,944530,Christian And VerÃ_nica,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52044,13.44498,Private room,75,3,138,10/02/19,1.54,1,170
194546,Central modern 2-room flat in Mitte,944961,Veli,Mitte,Alexanderplatz,52.50604,13.41793,Entire home/apt,75,4,100,15/02/19,1.19,2,42
194694,a light from heaven & an old school,945655,M,Lichtenberg,Alt-Lichtenberg,52.51245,13.49214,Private room,38,3,115,17/02/19,1.27,2,21
195467,Obere Etage im Haus.,889228,Jacqueline,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.49421,13.46873,Private room,89,2,7,16/12/18,0.27,1,313
196149,Best location in Berlin-Mitte /WIFI,954669,Martin,Mitte,Brunnenstr. SÃ_d,52.53092,13.40357,Entire home/apt,74,2,326,03/03/19,4.58,1,106
196285,Studio-apt Kreuzberg: central/cozy,955509,Karsten,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.4969,13.42348,Entire home/apt,50,3,92,26/05/15,1.01,3,66
197291,"App. w garden, firepl. a. whirlpool",1311026,Volker,Pankow,Blankenburg/Heinersdorf/MÃ_rchenland,52.58089,13.44377,Entire home/apt,170,1,35,17/02/19,0.38,1,349
198584,"Oriental Style Room, Kudamm / Zoo",969532,Wendy,Charlottenburg-Wilm.,DÃ_sseldorfer StraÃŸe,52.49889,13.32386,Private room,38,7,10,22/12/18,0.2,2,307
198896,A lovely luminous room...,971540,Jean-Baptiste,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.48088,13.3545,Private room,25,1,10,13/07/16,0.12,1,0
200125,TOP apartment in art nouveau villa,977942,Rainer,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43737,13.22266,Entire home/apt,89,4,0,,,1,62
201224,very charming central apartment....,984036,Rene,Mitte,Tiergarten SÃ_d,52.50448,13.35903,Entire home/apt,88,3,194,17/12/18,2.26,1,36
203634,Exclusive penthouse in Prenz Berg,998898,Dimitry,Pankow,Helmholtzplatz,52.54301,13.41525,Entire home/apt,155,4,116,21/02/19,1.3,1,66
204617,separates Mini-Appartement mit  Bad + WC,1004934,Angelika,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.50517,13.29466,Entire home/apt,50,1,6,04/04/17,0.25,1,0
205296,4* apartment in quiet south Berlin,1009105,Gisela,NeukÃ¶lln,Rudow,52.41235,13.50031,Entire home/apt,100,5,0,,,1,358
206454,Hot Spot Berlin-Mitte apartment!,358915,Diana,Mitte,Brunnenstr. SÃ_d,52.53203,13.40097,Entire home/apt,70,3,26,07/02/19,0.31,1,33
207740,Schicke Garten-Maisonette in Kreuzberg,1022663,Vanessa,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50042,13.43578,Entire home/apt,195,3,8,30/12/18,0.42,1,13
208495,CENTRAL VINTAGE-MODERN FLAT,965569,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51275,13.46358,Entire home/apt,150,2,0,,,1,0
209233,Sunny Apt near Nollendorfplatz,1328204,Jairo,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49912,13.35102,Entire home/apt,90,30,2,30/03/18,0.05,2,0
209649,Berlin Center â€“ Charlottenburg Wilmersdorf,1033300,Thomas,Charlottenburg-Wilm.,KantstraÃŸe,52.51079,13.30216,Private room,35,7,34,03/01/19,0.37,1,260
210734,VERY CENTRAL AND COSY,1039350,Gosia,Mitte,Moabit West,52.52298,13.33416,Entire home/apt,165,3,262,04/03/19,2.88,1,295
212348,2 Zimmer mit Balkon in Friedrichshain,1095251,Nadin,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50811,13.46326,Private room,55,2,0,,,1,0
214491,"enchanting room in the centre,",1107206,Lalita,Mitte,Alexanderplatz,52.52076,13.38192,Private room,35,1,172,06/03/19,1.94,1,338
214518,Chimaysaberlin B&B Front Double Bed,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51993,13.30056,Private room,51,1,7,11/10/18,0.09,2,360
214784,Charming Room in a beautiful flat,1108996,Alexandra,NeukÃ¶lln,ReuterstraÃŸe,52.49004,13.42697,Private room,35,2,197,27/02/19,2.16,1,32
214855,dnb-berlin - private room,706845,Anna,Mitte,Tiergarten SÃ_d,52.50184,13.35465,Private room,45,3,202,03/03/19,2.45,1,188
220445,Apt. Near Charlottenburg Palace,1142834,Detlef,Charlottenburg-Wilm.,Mierendorffplatz,52.5247,13.29956,Entire home/apt,60,30,18,11/02/19,0.25,1,279
220808,bright room in three-room apartment,1145078,Antonie,Steglitz - Zehlendorf,OstpreuÃŸendamm,52.4301,13.32693,Private room,45,2,30,25/02/19,0.38,1,337
221015,clean calm cosy central apartment,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.54063,13.35147,Entire home/apt,75,1,431,20/02/19,4.76,2,108
