id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23259976,"Luxus Loft ""Unique Room"" in SchÃ¶neberg",75368062,Daniela,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.49243,13.34445,Entire home/apt,249,2,31,10/02/19,2.95,1,333
23259996,"Cozy, berlin-style room, in Mitte/Wedding",43156362,Joana,Mitte,Wedding Zentrum,52.54129,13.35624,Private room,25,1,5,11/06/18,0.41,1,0
23261111,Altbau Home in the Heart of Kreuzberg,8179399,Isabel,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50049,13.41839,Private room,27,2,0,,,1,0
23261444,Cosy and quiet apartment in Prenzlauer Berg,45528609,Viola,Pankow,Prenzlauer Berg SÃ_d,52.53811,13.42661,Entire home/apt,65,1,8,29/07/18,0.66,1,0
23262345,GemÃ_tliches Apartment in Berlin Mitte,96822477,Greg,Mitte,Brunnenstr. SÃ_d,52.53155,13.39151,Entire home/apt,45,3,1,28/03/18,0.09,1,66
23262836,"Flat in Rixdorf, the â™¡ of Neukolln",97161409,Melissa,NeukÃ¶lln,Rixdorf,52.47374,13.4438,Private room,30,5,2,03/07/18,0.17,1,0
23263156,Classic NeukÃ¶lln - Private Rixdorf Room,53194897,Keivon,NeukÃ¶lln,Rixdorf,52.47337,13.44238,Private room,17,3,7,30/06/18,0.54,1,0
23263181,Berlin zentral/hell/ruhig - central/bright/calm,99407662,Dirk,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48053,13.32062,Private room,75,2,8,05/03/19,1.24,1,79
23263410,Lovely room in Berlin: NeukÃ¶lln!!,8826144,Vanessa,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47437,13.44022,Private room,29,3,7,18/02/19,0.55,1,12
23264117,Stylish Studio Apartment - Close To Metro,108025548,Baharbin,Charlottenburg-Wilm.,Mierendorffplatz,52.52631,13.30278,Entire home/apt,69,2,23,19/01/19,1.82,9,138
23264119,"Quiet, beautiful room in central location",20203937,Lena,NeukÃ¶lln,ReuterstraÃŸe,52.49193,13.4316,Private room,35,3,7,03/01/19,0.57,1,0
23264590,SchÃ¶nes Zimmer direkt am Leopoldplatz,173175439,Laura,Mitte,Wedding Zentrum,52.54883,13.36041,Private room,28,4,11,27/10/18,0.92,1,0
23264723,Cosy apartment in the heart of Berlin-F'hain,49467735,Pierre,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ_d,52.51193,13.44972,Entire home/apt,58,2,6,01/01/19,0.51,1,6
23265967,Classic Berlin Apartment in Kreuzberg,666728,Kris,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49555,13.41962,Entire home/apt,90,2,3,26/06/18,0.34,1,0
23266096,Central City West,168748120,Hans-J.,Charlottenburg-Wilm.,Heerstrasse,52.50974,13.25528,Private room,25,3,21,05/03/19,1.92,1,170
23268277,"Quiet, sunny room +balcony in middle of Neukolln",94810344,Hanga,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46398,13.44346,Private room,42,1,5,06/10/18,0.64,1,0
23270147,Lightfull Studio Appartment,173208768,Natalie,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.4872,13.35483,Private room,50,2,1,28/02/18,0.08,1,0
23270705,"Lovely, cosy apartment very central city west",38777778,Ricardo,Charlottenburg-Wilm.,KantstraÃŸe,52.51013,13.31544,Private room,69,2,47,27/10/18,3.82,1,0
23270866,Spacious room under the roof,34602781,Christian,Mitte,Brunnenstr. Nord,52.54155,13.37082,Private room,33,2,19,18/02/19,1.82,3,18
23272363,NeukÃ¶lln: SchÃ¶nes 22m2 Zimmer // Beautiful flat,31337931,Lenard,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47093,13.44162,Private room,20,2,1,25/02/18,0.08,1,0
23272831,Cozy and stylish flat in Berlin Neukolln,3463664,Martin,NeukÃ¶lln,Schillerpromenade,52.47737,13.42023,Entire home/apt,40,7,2,19/01/19,0.9,2,0
23273163,Huge En-Suite Bedroom w/Private Bathroom in Mitte,3455390,Denis,Mitte,Alexanderplatz,52.526,13.41188,Private room,64,3,54,18/02/19,4.23,6,61
23274033,lovely furnished Room with balcony,105250745,Lara,Mitte,Moabit West,52.52998,13.33676,Private room,29,1,2,18/03/18,0.16,1,17
23274121,Room in a student village near FU Berlin,35193596,Adelina,Steglitz - Zehlendorf,Zehlendorf  SÃ_dwest,52.42936,13.21811,Private room,14,5,1,28/02/18,0.08,1,0
23274490,Awesome Micro Flat - Close to Metro and Messe,108025548,Baharbin,Charlottenburg-Wilm.,Mierendorffplatz,52.5253,13.30327,Entire home/apt,75,2,16,22/02/19,1.25,9,114
23274787,cozy room in shared apartment in Berlin Moabit,21403422,Antje,Mitte,Moabit West,52.52265,13.33898,Private room,25,5,1,18/03/18,0.08,1,0
23275980,Cozy apartment with balcony in Friedrichshain,19054112,Ulli,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50724,13.46771,Entire home/apt,75,2,20,15/02/19,1.58,2,1
23279212,Charming Altbau NeukÃ¶lln,173309153,Anna,NeukÃ¶lln,Rixdorf,52.47987,13.45137,Private room,24,2,33,23/02/19,2.6,1,73
23279282,Cool bright 2 room apt+balcony NeukÃ¶lln/Kreuzberg,72498960,Lea,NeukÃ¶lln,ReuterstraÃŸe,52.48858,13.43597,Entire home/apt,150,1,17,20/02/19,1.35,1,31
23279344,GroÃŸes Zimmer in Altbauwohnung in Friedrichshain,24350809,Janik,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52074,13.45398,Private room,20,1,3,22/07/18,0.24,1,0
23279451,"Berlin-Kreuzberg: Modern apartment, fab location!",58014003,Lara,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50256,13.43177,Private room,20,7,1,24/03/18,0.09,1,0
23279527,Helles gemÃ_tliches Zimmer im zentralen Berlin,102911074,Vivian,Mitte,Moabit West,52.53037,13.32681,Private room,30,3,2,03/03/18,0.16,2,0
23280024,Big room in Mitte @ U6 Seestr,34996791,Max,Mitte,Wedding Zentrum,52.55019,13.35497,Private room,20,4,11,02/11/18,0.88,2,0
23280919,Hell & ruhig in sehr zentraler Lage,9170702,Ludger,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.50574,13.3988,Private room,45,2,0,,,1,0
23285080,Cosy studio apartment in a central location,173179141,Sandra,Pankow,Prenzlauer Berg Nord,52.5464,13.4244,Entire home/apt,55,2,24,03/03/19,1.98,1,0
23285548,Sonniges Zimmer Ã_ber Berlin,92863073,Alina,Tempelhof - SchÃ¶neberg,Tempelhof,52.46961,13.38661,Private room,45,3,0,,,1,0
23285929,Sonniges & gemÃ_tliches Apartment,32734504,Adrienne,Steglitz - Zehlendorf,SchloÃŸstr.,52.45975,13.32394,Entire home/apt,29,14,10,19/01/19,0.79,1,69
23286150,"Cozy studio with balcony in ""Prenzlauer Berg""",173349157,Michael,Pankow,Helmholtzplatz,52.54772,13.41417,Entire home/apt,59,2,8,17/09/18,1.18,1,0
23286713,Light and bright studio apartment in NeukÃ¶lln,2333291,Caroline,NeukÃ¶lln,Schillerpromenade,52.4667,13.42225,Entire home/apt,48,3,13,27/08/18,1.12,1,0
23286734,GroÃŸzÃ_giges Zimmer im charmanten Altbau,47248625,Neele&Pio,Tempelhof - SchÃ¶neberg,Friedenau,52.46813,13.34076,Private room,24,2,29,20/02/19,2.28,1,63
23287763,Cozy room in the Heart of Kreuzberg (Bergmannkiez),96539490,Yvonne,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48916,13.38651,Private room,28,7,0,,,1,0
23290410,Admire Quirky Artwork at an Attic Oasis near Alexanderplatz,172232819,Haitao,Pankow,Prenzlauer Berg SÃ_d,52.53251,13.43004,Entire home/apt,200,1,60,03/03/19,4.93,5,282
23296530,Bright Private Room in the City Center,44686542,Yev,Mitte,Brunnenstr. SÃ_d,52.53109,13.40247,Private room,28,2,49,18/01/19,3.86,2,7
23297615,Duncanâ€˜s Den,51787478,Duncan,Tempelhof - SchÃ¶neberg,Friedenau,52.47629,13.34605,Entire home/apt,40,2,16,13/02/19,1.31,1,135
23297832,Hell und gemÃ_tlich im Herzen NeukÃ¶llns,90934179,Julia,NeukÃ¶lln,ReuterstraÃŸe,52.48582,13.42798,Private room,20,3,3,29/05/18,0.26,1,0
23298180,Berlin-Moabit gemÃ_tliche Wohnung in zentraler Lage,838497,Thea,Mitte,Moabit West,52.52578,13.32684,Private room,35,1,10,14/10/18,0.78,1,0
23298210,"bright, cosy but minimalist artist-room!",7737096,Paul,Pankow,Prenzlauer Berg Nordwest,52.55527,13.41342,Private room,20,1,4,07/03/18,0.32,1,0
23298585,Large Sunny Room in Neukoelln,818418,Rehana & Sina,NeukÃ¶lln,Schillerpromenade,52.48528,13.42359,Private room,88,2,30,04/02/19,2.58,1,23
23301156,"Spacious bright apartment, great for families!",135774667,Hamed,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43739,13.2586,Entire home/apt,29,14,1,30/09/18,0.19,1,0
23302142,Ein Tipi in Berlin Friedrichsfelde,108814170,Arne,Lichtenberg,Friedrichsfelde SÃ_d,52.49615,13.51212,Private room,19,2,18,12/01/19,1.67,1,6
23302498,Charming Potsdamer Pl. Loft w/ industrial details,102979040,Team Suite030,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.50619,13.37759,Entire home/apt,522,2,13,11/02/19,1.31,15,80
23302895,Cosy apartment in NeukÃ¶lln Schillerkiez,23848559,Mathias,NeukÃ¶lln,Schillerpromenade,52.47581,13.42538,Private room,30,2,8,10/02/19,0.66,1,38
23303064,2 Zimmer in groÃŸrÃ_umiger WG auf 3 Stockwerken!,104583568,Raphael,Tempelhof - SchÃ¶neberg,Tempelhof,52.46058,13.37842,Private room,25,7,0,,,1,0
23303401,Zimme zu vermieten,42513329,Fabian,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.49319,13.34004,Private room,19,5,0,,,1,0
23305060,"Central, shiny, classical Berlin apartment",166930981,Fatih,Charlottenburg-Wilm.,Westend,52.51005,13.26948,Entire home/apt,55,3,18,28/07/18,1.48,1,0
23305568,Super 25m2 cozy room in prenzlauer,3280513,Caroline,Pankow,Prenzlauer Berg SÃ_d,52.53432,13.43476,Private room,45,1,0,,,1,0
23307533,Typical big and nice private room,173544160,Katrine,Charlottenburg-Wilm.,DÃ_sseldorfer StraÃŸe,52.4924,13.31842,Private room,49,2,2,20/05/18,0.18,1,6
23308349,GroÃŸzÃ_giges Dachstudio in traumhafter Lage,169377845,Brigitte,Spandau,Gatow / Kladow,52.4528,13.15359,Private room,48,2,8,10/02/19,0.75,1,87
23308627,SPACIOUS AND BRIGHT ROOM IN BERLIN!,20980006,Carla,Charlottenburg-Wilm.,Mierendorffplatz,52.52527,13.30809,Private room,30,5,2,23/09/18,0.16,1,0
23315112,GemÃ_tliches WG-Zimmer in Kreuzberg 36,110252698,Maria,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50171,13.42995,Private room,20,4,1,26/02/18,0.08,1,0
23315192,Spacious apartment in the heart of Kreuzberg,90212836,Olivia,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50142,13.42853,Entire home/apt,60,4,2,14/05/18,0.16,1,0
23315743,"Loft- Best location,90m2, 2bath, 2 Balcony, quiet.",98237,Damian,Pankow,Prenzlauer Berg Nordwest,52.54201,13.41199,Entire home/apt,120,62,5,13/08/18,0.49,3,118
23317382,Cozy Room in Amazing Flat in Kreuzberg,169842559,Chiara,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49607,13.43525,Private room,20,4,0,,,1,0
23317727,Suite im Sony Center am Potsdamer Platz,53393720,Nikolas,Mitte,Tiergarten SÃ_d,52.50918,13.37447,Entire home/apt,268,2,5,25/10/18,0.82,1,154
23318599,Charming room with balcony in vibrant location,39948667,Agnes,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50626,13.46428,Private room,35,1,0,,,1,0
23319274,"modernes, gemÃ_tliches Zimmer in Friedrichshain",8537439,Charlotte,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51922,13.46472,Private room,38,2,5,07/08/18,0.44,2,0
23319960,Spacious Room in Shared Apartment in NeukÃ¶lln,173661334,Felicitas,NeukÃ¶lln,Schillerpromenade,52.46545,13.42504,Private room,18,3,4,11/03/18,0.32,1,0
23321883,Sweet room in the middle of NeukÃ¶lln!,173675940,Cecilia,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47626,13.4308,Private room,14,19,0,,,1,0
23323061,SchÃ¶nes Zimmer im Szenekiez von Friedrichshain,21440234,Alexander,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50873,13.45602,Private room,29,2,29,14/02/19,2.29,1,133
23324932,beautyful apartment in NeukÃ¶lln,8989699,Sophia,NeukÃ¶lln,Schillerpromenade,52.47666,13.42261,Private room,29,3,6,26/07/18,0.62,1,88
23331304,Beautiful flat with lake view,54051901,Michael,Treptow - KÃ¶penick,Friedrichshagen,52.44788,13.63263,Entire home/apt,58,1,14,21/10/18,1.23,1,0
23331858,Berlin-Charlottenburg: Modern flat close to Castle,125533681,Federico,Charlottenburg-Wilm.,SchloÃŸ Charlottenburg,52.51466,13.29573,Private room,50,1,7,02/06/18,0.57,1,0
23332565,the heart of NeukÃ¶lln,33423679,Nimrod,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.48109,13.43327,Entire home/apt,45,20,0,,,2,0
23332813,SchÃ¶ne Altbauwohnung am Tempelhofer Feld NeukÃ¶lln,12577237,Anton,NeukÃ¶lln,Schillerpromenade,52.47292,13.42067,Entire home/apt,70,4,6,11/06/18,0.47,1,0
23335356,Herrliche 110 qm Altbau im Herzen Berlins,33144197,Diana,Mitte,Moabit West,52.53101,13.33548,Entire home/apt,80,3,8,11/02/19,0.63,1,107
23335490,Berlin Mitte: gemÃ_tliche helle Einzimmerwohnung,173799763,Tahelah,Mitte,Brunnenstr. SÃ_d,52.53295,13.39963,Entire home/apt,49,7,5,25/02/19,0.43,1,0
23335881,Cozy room in old building in SchÃ¶neberg,39931962,Andrea,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49307,13.34897,Private room,30,2,20,14/11/18,1.61,1,0
23336049,"Lovely and quiet, family-friendly apartment",21967738,Maria,Mitte,Osloer StraÃŸe,52.55596,13.39198,Entire home/apt,69,2,10,04/01/19,0.83,1,0
23337787,Family home in the beautiful southwest of Berlin,23605968,BjÃ¶rn,Steglitz - Zehlendorf,Zehlendorf  Nord,52.44621,13.24236,Entire home/apt,125,3,4,01/01/19,0.36,1,0
23339442,Spacious and quiet apartment near Prenzlauer Berg,8723577,Michaela,Pankow,Blankenburg/Heinersdorf/MÃ_rchenland,52.56351,13.42748,Entire home/apt,80,7,6,25/09/18,0.51,1,0
23341396,private room (single bed) in creative environment,88512580,Akim,Pankow,Prenzlauer Berg Ost,52.53385,13.44426,Private room,18,3,27,21/01/19,2.18,4,30
23342025,Wonderland in the Hipster Hood,142620384,"Make Love, Not War",Pankow,Helmholtzplatz,52.5434,13.4158,Entire home/apt,45,1,10,22/04/18,0.8,1,0
23345492,Simple yet clean & cosy studio apartment in Berlin,16556825,Shelley,Pankow,Pankow SÃ_d,52.5611,13.41637,Entire home/apt,23,1,1,25/03/18,0.09,1,0
23345993,Huge flat on legendary KurfÃ_rstendamm 11.7.-18.7,46541025,Jochen,Charlottenburg-Wilm.,Halensee,52.49907,13.2938,Entire home/apt,150,7,1,05/07/18,0.12,1,0
23346110,Space in quite area close to NeukÃ¶lln/Kreuzberg,42344555,Sebastian,Treptow - KÃ¶penick,Alt  Treptow,52.4887,13.44572,Private room,14,7,1,12/03/18,0.08,1,0
23346210,Relaxed in Berlin: Gardenflat in the cities heart,22845800,Jana,Tempelhof - SchÃ¶neberg,Tempelhof,52.47801,13.37913,Entire home/apt,55,3,5,21/02/19,0.48,1,48
23346262,sonniges Zimmer im Prenzlauer Berg,173931235,Mira,Pankow,Prenzlauer Berg Ost,52.53648,13.43873,Private room,16,2,5,20/03/18,0.41,1,0
23347137,Private Studio Apartment in Literature Cafe,173941110,Fringe,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49043,13.3633,Entire home/apt,47,1,42,13/02/19,4.5,2,90
23348346,Lichtdurchfluteter Altbau im Herzen Berlins,8665778,Max,Pankow,Prenzlauer Berg Nordwest,52.54115,13.41239,Entire home/apt,40,3,0,,,1,0
23348678,Komplette Unterkunft fÃ_r 3 Personen,60709250,Gabriele,Marzahn - Hellersdorf,Mahlsdorf,52.50973,13.62227,Entire home/apt,64,2,9,19/02/19,0.79,2,178
23348793,Spacious room in Berlin-Prenzlauerberg,119516424,Blanca,Pankow,Pankow SÃ_d,52.55443,13.41823,Private room,19,12,16,25/01/19,1.5,1,0
23349990,Prenzl.Berg: cozy room suitable for couples,16076599,Nora,Pankow,Prenzlauer Berg Nord,52.5458,13.43977,Private room,40,2,0,,,1,0
23350957,In the Sky over Berlin,26516196,Ralf,Pankow,Helmholtzplatz,52.54479,13.4194,Entire home/apt,150,5,1,08/04/18,0.09,1,0
23351171,Nice apartment in Prenzlauer Berg,50368299,RafaÅ‚,Pankow,Prenzlauer Berg Nordwest,52.55474,13.40517,Entire home/apt,45,7,2,03/01/19,0.51,1,2
23351551,Modern room next to Checkpoint Charlie,69177414,Sophia,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.50602,13.39695,Private room,18,20,1,19/02/18,0.08,1,0
23351846,Really nice and sunny apartment in Friedrichshain,6053423,Nadine,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50576,13.4693,Entire home/apt,100,4,0,,,1,0
23352280,Nice and cosy in Friedrichshain,30105465,Selma,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51244,13.47011,Private room,37,2,1,11/03/18,0.08,1,0
23354560,Berlin-Mitte: 2 room flat with balcony,141882829,Johanna,Mitte,Parkviertel,52.54855,13.34556,Entire home/apt,40,2,19,09/12/18,1.65,1,0
23354697,Charming Holiday in BERLIN CITY,121431087,Jennifer,Pankow,Prenzlauer Berg Nordwest,52.55367,13.40399,Entire home/apt,86,2,35,02/03/19,2.89,4,103
23354962,Berlin-NeukÃ¶lln: Happy Place with balcony,152957218,Ricarda,NeukÃ¶lln,Schillerpromenade,52.47141,13.42822,Private room,45,1,3,16/03/18,0.24,1,0
23355674,Newly renovated x Hipster-charme in great location,12503130,Florian,NeukÃ¶lln,Rixdorf,52.47237,13.44986,Private room,35,2,21,25/02/19,1.67,2,36
23355675,Charmante Altbauwohnung mit Balkon am Ostkreuz,21441662,Sophie,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50585,13.46632,Entire home/apt,107,3,1,26/02/18,0.08,2,0
23359869,Bright comfy room with sunny balcony,27707815,Thorsten,Reinickendorf,Ost 2,52.56184,13.36093,Private room,40,1,13,02/12/18,1.47,1,0
23363465,150sq Family Apartment centrally located (2bathr.),94349814,Afra,Pankow,Prenzlauer Berg Nordwest,52.54888,13.40208,Entire home/apt,188,3,5,16/07/18,0.44,1,35
23363958,Fancy WG in NeukÃ¶lln,65231755,Pia,NeukÃ¶lln,Rixdorf,52.47173,13.44786,Private room,18,1,6,24/03/18,0.48,1,0
23364201,"nostalgisch, gemÃ_tlicher Raum im bunten NeukÃ¶lln",2105363,Judy,NeukÃ¶lln,Rixdorf,52.4744,13.44176,Private room,27,3,12,08/12/18,1.12,1,273
23364418,"Modern, new, central flat with huge balcony",153355342,Sonja,Mitte,Brunnenstr. Nord,52.5443,13.36642,Entire home/apt,80,5,4,20/07/18,0.33,1,11
23364842,Weaving Woods Hotel-Apartment in Prenzlauer Berg,174136994,Denes,Pankow,Prenzlauer Berg SÃ_d,52.53604,13.42495,Private room,199,1,10,27/01/19,0.83,4,287
23366304,Berlin calling,174047870,Edouard,Mitte,Osloer StraÃŸe,52.56098,13.37769,Private room,35,3,3,20/07/18,0.24,1,0
23367509,Modern apartment with high quality equipment,174157905,Adrian,Mitte,Moabit Ost,52.53073,13.36969,Entire home/apt,75,2,5,09/12/18,0.41,1,0
23367569,Cosy room in typical Friedrichshain,25931144,Angeline & Emilien,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52436,13.45237,Private room,40,1,13,14/02/19,1.51,1,0
23373447,Large and cozy room in NeukÃ¶lln,1844767,Chrissi,NeukÃ¶lln,Rixdorf,52.48189,13.44063,Private room,20,4,4,13/08/18,0.32,1,0
23373482,Modern 66m2 flat in the heart of Friedrichshain,174214846,Lina,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50603,13.47025,Entire home/apt,55,7,0,,,1,0
23373865,"LÃ_ngerfristig, ruhiges Zimmer in 130qm Wohnung",37428978,Simone,Reinickendorf,Nord 1,52.62328,13.32345,Private room,60,90,1,13/03/18,0.08,1,88
23375112,"Friedrichshain, Room for 2 or more",174231951,Chris,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51659,13.46775,Private room,27,1,17,13/08/18,1.34,1,0
23375235,Private Design Studio in 1890's Billiard room,173941110,Fringe,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.4922,13.36533,Private room,49,1,63,17/02/19,5.22,2,177
23377258,Cozy warm apartment in central area!,174254113,Anna,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48809,13.3241,Entire home/apt,40,2,9,21/04/18,0.73,1,0
23377793,2 bed private room with balcony in west Berlin.,51978594,Edgar Ubaldo,Charlottenburg-Wilm.,Wiesbadener StraÃŸe,52.46942,13.30608,Private room,25,4,7,16/07/18,0.56,1,0
23381407,Cosy 2rooms Apartment in Spandau area (2),52747435,Asel,Spandau,Wilhelmstadt,52.53487,13.18426,Entire home/apt,36,30,2,08/07/18,0.21,17,280
23381511,Living in a cozy Studio for painting Berlin Center,174304853,Guste,Pankow,Prenzlauer Berg SÃ_dwest,52.53013,13.41411,Entire home/apt,80,3,11,01/01/19,0.94,1,135
23382388,Beautiful Apartment in Kreuzberg,4333608,Lina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4926,13.3786,Entire home/apt,54,2,11,10/02/19,0.96,1,1
23382965,Charming 1-room-apartment in NeukÃ¶lln,174320959,Eliana,NeukÃ¶lln,Rixdorf,52.47998,13.44893,Entire home/apt,30,3,3,19/04/18,0.25,1,0
23383261,Carmer 16,174323182,Natalie,Charlottenburg-Wilm.,KantstraÃŸe,52.50674,13.3245,Private room,100,3,0,,,1,0
23384433,Lovely bright room in Xberg,83729563,Marc,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49231,13.38391,Private room,10,1,1,15/03/18,0.08,1,0
23385442,GroÃŸes Zimmer in Berin Mitte/Prenzlauer Berg,66927578,Hannes,Pankow,Prenzlauer Berg SÃ_dwest,52.54018,13.40477,Private room,35,1,3,12/03/18,0.24,1,0
23385840,Classy Apartement in Wrangelkiez / Kreuzberg,16250769,Nicolas,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49625,13.44413,Private room,80,4,0,,,1,9
23387144,Cozy room in Berlin Mitte,12805241,Jonas,Mitte,Brunnenstr. SÃ_d,52.53593,13.38112,Private room,40,2,5,18/07/18,0.6,1,0
23387226,Artist Apartment with garden in NeukÃ¶lln,10601296,Carina,NeukÃ¶lln,Rixdorf,52.48065,13.44784,Entire home/apt,36,2,3,10/03/18,0.24,1,0
23387813,"Berlin-Prenzlauer Berg: ""Berlin-Feeling"" pur",174359699,Mary,Pankow,Prenzlauer Berg Nordwest,52.55062,13.40763,Entire home/apt,80,2,24,13/02/19,2.15,1,1
23387948,St. Michel,55538702,Khadine,Mitte,Alexanderplatz,52.52364,13.38404,Entire home/apt,250,61,1,25/06/18,0.12,12,365
23390027,Cozy Studio in Berlin-Mitte,174377942,Juan,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.50339,13.34587,Entire home/apt,50,30,14,10/09/18,1.13,1,0
23391218,WG Zimmer,174388800,Stefan,Lichtenberg,Neu-HohenschÃ¶nhausen Nord,52.5681,13.51406,Private room,40,1,4,27/08/18,0.33,1,0
23392412,2 Rooms at Schlesi â€“ Green Kreuzberg Vibes,50438926,Mats,Friedrichshain-Kreuzberg,sÃ_dliche Luisenstadt,52.49876,13.44402,Private room,22,1,1,03/04/18,0.09,1,0
23393184,"Berlin Mitte, Dachgeschoss mit Terrasse",172691117,Olek,Mitte,Alexanderplatz,52.52696,13.39476,Private room,40,5,0,,,1,0
23393543,SchÃ¶nes gemÃ_tliches Zimmer zum wohlfÃ_hlen ...,58877960,Mario Und Gisela,Spandau,Siemensstadt,52.5458,13.26316,Private room,31,2,13,09/12/18,1.07,1,219
23393846,2-Raum-Wohnung im Simon-Dach-Kiez,117298519,Madlene,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.509,13.45635,Entire home/apt,35,14,0,,,1,0
23393982,NeukÃ¶lln: GroÃŸe helle und ruhige 2-Zimmer-Wohnung,169541670,Michael,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.46548,13.43642,Entire home/apt,50,1,8,27/08/18,0.8,1,0
23395192,Beautiful quiet Apartment in the heart of Berlin,95091425,Camila,Mitte,Alexanderplatz,52.52713,13.4009,Private room,39,1,1,01/03/18,0.08,3,0
23397899,"Bright & Spacious Room in Alt-Treptow, Berlin",3477447,Caroline,Treptow - KÃ¶penick,Alt  Treptow,52.48882,13.45552,Private room,35,2,23,01/10/18,2.48,1,0
23402108,Trendy Apartment next to Mauerpark,9078683,Beate,Pankow,Prenzlauer Berg Nordwest,52.54752,13.40089,Entire home/apt,75,28,1,16/09/18,0.17,1,12
23404609,Cosy room in central Berlin - Mitte,31222782,Madeleine,Mitte,Alexanderplatz,52.52566,13.39747,Private room,45,2,9,28/01/19,0.74,1,1
23405151,3 bed rooms (1 suite) apartment in Charlottenburg,53595731,Rodrigo,Charlottenburg-Wilm.,KantstraÃŸe,52.51012,13.30219,Entire home/apt,120,1,5,31/08/18,0.69,1,0
23405752,Moderne Wohnung mit Spreeblick @ East Side Gallery,73425371,Patrick,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ_d,52.50783,13.43626,Entire home/apt,70,90,4,24/11/18,0.33,1,29
23406074,"Winterfeldplatz! Helles Zimmer, modernes Design",2368302,Viktoria,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.4965,13.35358,Private room,35,3,8,04/10/18,0.64,2,8
23406157,"Small, quite and lovely flat in central Berlin!",174530881,Daniel,Pankow,Prenzlauer Berg Ost,52.54109,13.44003,Entire home/apt,50,1,0,,,1,0
23406823,kiek ma...Berlin,174518844,Julia,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49687,13.36238,Private room,25,1,42,03/01/19,3.43,1,10
23406987,Spacious and Cozy Room in Berlin NeukÃ¶lln,3786239,Boryana,NeukÃ¶lln,Rixdorf,52.47705,13.43957,Private room,29,3,1,02/04/18,0.09,1,0
23410052,"SchÃ¶nes, groÃŸes Zimmer am Mauerpark",21369521,Freda,Pankow,Prenzlauer Berg SÃ_dwest,52.53997,13.40865,Private room,45,6,1,31/03/18,0.09,1,30
23411139,Charming  City apartment in old Berlin Building,8148034,Rebecca,Tempelhof - SchÃ¶neberg,Friedenau,52.46818,13.33583,Entire home/apt,140,2,11,05/10/18,0.9,1,272
